,time_interval,num_clients,num_requests,num_get_requests,num_4xx_5xx_codes,avg_req_size,num_requests_per_client,anomaly_scores,num_clients_deviation%,num_requests_deviation%,num_get_requests_deviation%,num_4xx_5xx_codes_deviation%,avg_req_size_deviation%,num_requests_per_client_deviation%
1308,2024-10-05 10:00:00+05:30,21,21,9,0,4990.24,1.0,0.03,3.74,3.74,31.19,0.0,0.18,0.0
1309,2024-10-05 11:00:00+05:30,22,22,13,1,5002.5,1.0,0.11,0.85,0.85,0.61,23.33,0.06,0.0
1310,2024-10-05 12:00:00+05:30,18,18,13,0,5007.0,1.0,0.02,17.49,17.49,0.61,0.0,0.15,0.0
1311,2024-10-05 13:00:00+05:30,23,23,16,1,5008.52,1.0,0.08,5.43,5.43,22.33,23.33,0.18,0.0
1312,2024-10-05 14:00:00+05:30,23,23,10,3,5002.26,1.0,0.04,5.43,5.43,23.54,130.01,0.06,0.0
1313,2024-10-05 15:00:00+05:30,24,24,13,1,4998.5,1.0,0.08,10.02,10.02,0.61,23.33,0.02,0.0
1314,2024-10-05 16:00:00+05:30,23,23,15,2,5005.09,1.0,0.09,5.43,5.43,14.68,53.34,0.11,0.0
1315,2024-10-05 17:00:00+05:30,27,27,13,0,4990.89,1.0,0.09,23.77,23.77,0.61,0.0,0.17,0.0
1316,2024-10-05 18:00:00+05:30,20,20,13,0,4991.25,1.0,0.08,8.32,8.32,0.61,0.0,0.16,0.0
1317,2024-10-05 19:00:00+05:30,26,26,15,1,5009.85,1.0,0.02,19.18,19.18,14.68,23.33,0.21,0.0
1318,2024-10-05 20:00:00+05:30,19,19,10,0,5003.53,1.0,0.04,12.9,12.9,23.54,0.0,0.08,0.0
1319,2024-10-05 21:00:00+05:30,18,18,13,2,5001.06,1.0,0.01,17.49,17.49,0.61,53.34,0.03,0.0
1320,2024-10-05 22:00:00+05:30,22,22,15,1,5001.59,1.0,0.1,0.85,0.85,14.68,23.33,0.04,0.0
1321,2024-10-05 23:00:00+05:30,20,20,12,1,5015.35,1.0,0.06,8.32,8.32,8.25,23.33,0.32,0.0
1322,2024-10-06 00:00:00+05:30,20,20,13,1,4983.25,1.0,0.05,8.32,8.32,0.61,23.33,0.32,0.0
1323,2024-10-06 01:00:00+05:30,29,29,15,2,4998.72,1.0,0.12,32.94,32.94,14.68,53.34,0.01,0.0
1324,2024-10-06 02:00:00+05:30,22,22,17,0,4988.95,1.0,0.04,0.85,0.85,29.97,0.0,0.21,0.0
1325,2024-10-06 03:00:00+05:30,22,22,13,2,4990.82,1.0,0.08,0.85,0.85,0.61,53.34,0.17,0.0
1326,2024-10-06 04:00:00+05:30,20,20,12,0,5018.15,1.0,0.02,8.32,8.32,8.25,0.0,0.37,0.0
1327,2024-10-06 05:00:00+05:30,21,21,14,1,4994.62,1.0,0.1,3.74,3.74,7.04,23.33,0.1,0.0
1328,2024-10-06 06:00:00+05:30,24,24,15,2,5002.71,1.0,0.09,10.02,10.02,14.68,53.34,0.07,0.0
1329,2024-10-06 07:00:00+05:30,18,18,10,2,5004.89,1.0,0.02,17.49,17.49,23.54,53.34,0.11,0.0
1330,2024-10-06 08:00:00+05:30,18,18,7,2,5007.94,1.0,0.07,17.49,17.49,46.48,53.34,0.17,0.0
1331,2024-10-06 09:00:00+05:30,25,25,13,1,4989.36,1.0,0.03,14.6,14.6,0.61,23.33,0.2,0.0
1332,2024-10-06 10:00:00+05:30,20,20,14,3,4996.4,1.0,0.04,8.32,8.32,7.04,130.01,0.06,0.0
1333,2024-10-06 11:00:00+05:30,18,18,7,0,4996.72,1.0,0.06,17.49,17.49,46.48,0.0,0.05,0.0
1334,2024-10-06 12:00:00+05:30,19,19,9,0,4995.05,1.0,0.01,12.9,12.9,31.19,0.0,0.09,0.0
1335,2024-10-06 13:00:00+05:30,23,23,12,0,4992.87,1.0,0.07,5.43,5.43,8.25,0.0,0.13,0.0
1336,2024-10-06 14:00:00+05:30,20,20,9,1,5004.35,1.0,0.06,8.32,8.32,31.19,23.33,0.1,0.0
1337,2024-10-06 15:00:00+05:30,22,22,15,1,4995.86,1.0,0.1,0.85,0.85,14.68,23.33,0.07,0.0
1338,2024-10-06 16:00:00+05:30,20,20,15,0,4999.4,1.0,0.06,8.32,8.32,14.68,0.0,0.0,0.0
1339,2024-10-06 17:00:00+05:30,19,19,8,0,4992.05,1.0,0.01,12.9,12.9,38.84,0.0,0.15,0.0
1340,2024-10-06 18:00:00+05:30,21,21,12,3,4993.57,1.0,0.06,3.74,3.74,8.25,130.01,0.12,0.0
1341,2024-10-06 19:00:00+05:30,24,24,13,0,5003.12,1.0,0.07,10.02,10.02,0.61,0.0,0.07,0.0
1342,2024-10-06 20:00:00+05:30,23,23,11,1,4985.78,1.0,0.04,5.43,5.43,15.9,23.33,0.27,0.0
1343,2024-10-06 21:00:00+05:30,21,21,15,1,5017.86,1.0,0.04,3.74,3.74,14.68,23.33,0.37,0.0
1344,2024-10-06 22:00:00+05:30,25,25,13,1,5007.16,1.0,0.04,14.6,14.6,0.61,23.33,0.16,0.0
1345,2024-10-06 23:00:00+05:30,20,20,16,0,4991.1,1.0,0.04,8.32,8.32,22.33,0.0,0.17,0.0
1346,2024-10-07 00:00:00+05:30,23,23,15,2,5010.91,1.0,0.07,5.43,5.43,14.68,53.34,0.23,0.0
1347,2024-10-07 01:00:00+05:30,23,23,15,2,5007.0,1.0,0.08,5.43,5.43,14.68,53.34,0.15,0.0
1348,2024-10-07 02:00:00+05:30,21,21,11,1,4994.38,1.0,0.09,3.74,3.74,15.9,23.33,0.1,0.0
1349,2024-10-07 03:00:00+05:30,21,21,9,3,5011.1,1.0,0.0,3.74,3.74,31.19,130.01,0.23,0.0
1350,2024-10-07 04:00:00+05:30,23,23,15,1,5010.87,1.0,0.07,5.43,5.43,14.68,23.33,0.23,0.0
1351,2024-10-07 05:00:00+05:30,21,21,17,2,4991.05,1.0,0.04,3.74,3.74,29.97,53.34,0.17,0.0
1352,2024-10-07 06:00:00+05:30,20,20,14,3,4994.95,1.0,0.04,8.32,8.32,7.04,130.01,0.09,0.0
1353,2024-10-07 07:00:00+05:30,24,24,13,1,5002.12,1.0,0.09,10.02,10.02,0.61,23.33,0.05,0.0
1354,2024-10-07 08:00:00+05:30,21,21,13,2,5003.05,1.0,0.09,3.74,3.74,0.61,53.34,0.07,0.0
1355,2024-10-07 09:00:00+05:30,21,21,11,2,4988.0,1.0,0.06,3.74,3.74,15.9,53.34,0.23,0.0
1356,2024-10-07 10:00:00+05:30,19,19,11,1,5004.89,1.0,0.07,12.9,12.9,15.9,23.33,0.11,0.0
1357,2024-10-07 11:00:00+05:30,24,24,14,3,5017.12,1.0,0.02,10.02,10.02,7.04,130.01,0.35,0.0
1358,2024-10-07 12:00:00+05:30,21,21,15,2,5003.29,1.0,0.07,3.74,3.74,14.68,53.34,0.08,0.0
1359,2024-10-07 13:00:00+05:30,20,20,10,1,5001.75,1.0,0.09,8.32,8.32,23.54,23.33,0.05,0.0
1360,2024-10-07 14:00:00+05:30,20,20,11,1,4982.85,1.0,0.04,8.32,8.32,15.9,23.33,0.33,0.0
1361,2024-10-07 15:00:00+05:30,24,24,15,2,4995.96,1.0,0.08,10.02,10.02,14.68,53.34,0.07,0.0
1362,2024-10-07 16:00:00+05:30,23,23,15,0,4983.83,1.0,0.04,5.43,5.43,14.68,0.0,0.31,0.0
1363,2024-10-07 17:00:00+05:30,22,22,13,1,5001.77,1.0,0.11,0.85,0.85,0.61,23.33,0.05,0.0
1364,2024-10-07 18:00:00+05:30,23,23,12,0,4985.65,1.0,0.05,5.43,5.43,8.25,0.0,0.28,0.0
1365,2024-10-07 19:00:00+05:30,21,21,11,0,5000.38,1.0,0.08,3.74,3.74,15.9,0.0,0.02,0.0
1366,2024-10-07 20:00:00+05:30,21,21,11,2,4997.71,1.0,0.09,3.74,3.74,15.9,53.34,0.03,0.0
1367,2024-10-07 21:00:00+05:30,23,23,16,0,5002.3,1.0,0.06,5.43,5.43,22.33,0.0,0.06,0.0
1368,2024-10-07 22:00:00+05:30,26,26,16,1,5003.23,1.0,0.0,19.18,19.18,22.33,23.33,0.08,0.0
1369,2024-10-07 23:00:00+05:30,21,21,16,1,5001.1,1.0,0.09,3.74,3.74,22.33,23.33,0.03,0.0
1370,2024-10-08 00:00:00+05:30,21,21,15,2,4976.24,1.0,0.01,3.74,3.74,14.68,53.34,0.46,0.0
1371,2024-10-08 01:00:00+05:30,21,21,14,0,4986.52,1.0,0.07,3.74,3.74,7.04,0.0,0.26,0.0
1372,2024-10-08 02:00:00+05:30,22,22,12,1,4977.68,1.0,0.01,0.85,0.85,8.25,23.33,0.43,0.0
1373,2024-10-08 03:00:00+05:30,21,21,17,2,4986.05,1.0,0.03,3.74,3.74,29.97,53.34,0.27,0.0
1374,2024-10-08 04:00:00+05:30,25,25,13,3,4967.6,1.0,0.09,14.6,14.6,0.61,130.01,0.64,0.0
1375,2024-10-08 05:00:00+05:30,20,20,12,1,5002.7,1.0,0.11,8.32,8.32,8.25,23.33,0.07,0.0
1376,2024-10-08 06:00:00+05:30,20,20,10,1,4978.7,1.0,0.0,8.32,8.32,23.54,23.33,0.41,0.0
1377,2024-10-08 07:00:00+05:30,27,27,15,1,5010.15,1.0,0.07,23.77,23.77,14.68,23.33,0.21,0.0
1378,2024-10-08 08:00:00+05:30,29,29,15,0,5007.0,1.0,0.13,32.94,32.94,14.68,0.0,0.15,0.0
1379,2024-10-08 09:00:00+05:30,23,23,14,3,4993.78,1.0,0.07,5.43,5.43,7.04,130.01,0.11,0.0
1380,2024-10-08 10:00:00+05:30,24,24,17,0,5013.71,1.0,0.03,10.02,10.02,29.97,0.0,0.29,0.0
1381,2024-10-08 11:00:00+05:30,21,21,12,1,4997.14,1.0,0.11,3.74,3.74,8.25,23.33,0.05,0.0
1382,2024-10-08 12:00:00+05:30,23,23,13,0,5000.65,1.0,0.08,5.43,5.43,0.61,0.0,0.02,0.0
1383,2024-10-08 13:00:00+05:30,22,22,13,0,4992.82,1.0,0.09,0.85,0.85,0.61,0.0,0.13,0.0
1384,2024-10-08 14:00:00+05:30,18,18,10,1,4993.39,1.0,0.0,17.49,17.49,23.54,23.33,0.12,0.0
1385,2024-10-08 15:00:00+05:30,21,21,14,1,4991.48,1.0,0.1,3.74,3.74,7.04,23.33,0.16,0.0
1386,2024-10-08 16:00:00+05:30,22,22,13,0,5006.41,1.0,0.08,0.85,0.85,0.61,0.0,0.14,0.0
1387,2024-10-08 17:00:00+05:30,22,22,14,1,4995.95,1.0,0.1,0.85,0.85,7.04,23.33,0.07,0.0
1388,2024-10-08 18:00:00+05:30,19,19,10,1,4990.79,1.0,0.05,12.9,12.9,23.54,23.33,0.17,0.0
1389,2024-10-08 19:00:00+05:30,24,24,14,3,5015.71,1.0,0.02,10.02,10.02,7.04,130.01,0.33,0.0
1390,2024-10-08 20:00:00+05:30,21,21,15,1,5001.05,1.0,0.09,3.74,3.74,14.68,23.33,0.03,0.0
1391,2024-10-08 21:00:00+05:30,19,19,10,1,4995.74,1.0,0.07,12.9,12.9,23.54,23.33,0.07,0.0
1392,2024-10-08 22:00:00+05:30,23,23,12,2,5005.96,1.0,0.09,5.43,5.43,8.25,53.34,0.13,0.0
1393,2024-10-08 23:00:00+05:30,21,21,14,0,5013.0,1.0,0.06,3.74,3.74,7.04,0.0,0.27,0.0
1394,2024-10-09 00:00:00+05:30,22,22,14,1,5004.95,1.0,0.1,0.85,0.85,7.04,23.33,0.11,0.0
1395,2024-10-09 01:00:00+05:30,19,19,12,3,4992.74,1.0,0.01,12.9,12.9,8.25,130.01,0.13,0.0
1396,2024-10-09 02:00:00+05:30,22,22,11,0,5004.0,1.0,0.07,0.85,0.85,15.9,0.0,0.09,0.0
1397,2024-10-09 03:00:00+05:30,23,23,16,1,4997.13,1.0,0.09,5.43,5.43,22.33,23.33,0.05,0.0
1398,2024-10-09 04:00:00+05:30,23,23,14,1,4993.17,1.0,0.1,5.43,5.43,7.04,23.33,0.12,0.0
1399,2024-10-09 05:00:00+05:30,23,23,11,2,4980.0,1.0,0.0,5.43,5.43,15.9,53.34,0.39,0.0
1400,2024-10-09 06:00:00+05:30,18,18,8,1,5023.94,1.0,0.09,17.49,17.49,38.84,23.33,0.49,0.0
1401,2024-10-09 07:00:00+05:30,19,19,17,1,5002.63,1.0,0.01,12.9,12.9,29.97,23.33,0.06,0.0
1402,2024-10-09 08:00:00+05:30,19,19,13,2,4999.26,1.0,0.05,12.9,12.9,0.61,53.34,0.0,0.0
1403,2024-10-09 09:00:00+05:30,20,20,14,3,4999.3,1.0,0.04,8.32,8.32,7.04,130.01,0.0,0.0
1404,2024-10-09 10:00:00+05:30,21,21,13,1,4998.81,1.0,0.11,3.74,3.74,0.61,23.33,0.01,0.0
1405,2024-10-09 11:00:00+05:30,20,20,15,1,4982.85,1.0,0.03,8.32,8.32,14.68,23.33,0.33,0.0
1406,2024-10-09 12:00:00+05:30,26,26,19,1,4990.31,1.0,0.04,19.18,19.18,45.27,23.33,0.18,0.0
1407,2024-10-09 13:00:00+05:30,27,27,11,2,5006.89,1.0,0.08,23.77,23.77,15.9,53.34,0.15,0.0
1408,2024-10-09 14:00:00+05:30,21,21,12,0,5003.29,1.0,0.09,3.74,3.74,8.25,0.0,0.08,0.0
1409,2024-10-09 15:00:00+05:30,17,17,10,1,4993.0,1.0,0.05,22.07,22.07,23.54,23.33,0.13,0.0
1410,2024-10-09 16:00:00+05:30,23,23,11,2,5009.78,1.0,0.06,5.43,5.43,15.9,53.34,0.21,0.0
1411,2024-10-09 17:00:00+05:30,21,21,11,1,4999.0,1.0,0.1,3.74,3.74,15.9,23.33,0.01,0.0
1412,2024-10-09 18:00:00+05:30,20,20,13,1,5009.75,1.0,0.09,8.32,8.32,0.61,23.33,0.21,0.0
1413,2024-10-09 19:00:00+05:30,26,26,15,0,4997.35,1.0,0.02,19.18,19.18,14.68,0.0,0.04,0.0
1414,2024-10-09 20:00:00+05:30,21,21,13,1,4998.86,1.0,0.11,3.74,3.74,0.61,23.33,0.01,0.0
1415,2024-10-09 21:00:00+05:30,22,22,12,3,4997.68,1.0,0.06,0.85,0.85,8.25,130.01,0.03,0.0
1416,2024-10-09 22:00:00+05:30,26,26,15,4,5008.19,1.0,0.09,19.18,19.18,14.68,206.67,0.18,0.0
1417,2024-10-09 23:00:00+05:30,20,20,11,3,4996.05,1.0,0.05,8.32,8.32,15.9,130.01,0.07,0.0
1418,2024-10-10 00:00:00+05:30,25,25,19,2,4999.32,1.0,0.0,14.6,14.6,45.27,53.34,0.0,0.0
1419,2024-10-10 01:00:00+05:30,21,21,15,2,5009.67,1.0,0.06,3.74,3.74,14.68,53.34,0.21,0.0
1420,2024-10-10 02:00:00+05:30,24,24,18,0,5011.5,1.0,0.01,10.02,10.02,37.62,0.0,0.24,0.0
1421,2024-10-10 03:00:00+05:30,21,21,8,3,5005.71,1.0,0.0,3.74,3.74,38.84,130.01,0.13,0.0
1422,2024-10-10 04:00:00+05:30,19,19,13,1,5007.42,1.0,0.07,12.9,12.9,0.61,23.33,0.16,0.0
1423,2024-10-10 05:00:00+05:30,21,21,10,0,5008.14,1.0,0.06,3.74,3.74,23.54,0.0,0.17,0.0
1424,2024-10-10 06:00:00+05:30,21,21,15,4,5007.1,1.0,0.02,3.74,3.74,14.68,206.67,0.15,0.0
1425,2024-10-10 07:00:00+05:30,21,21,15,1,4990.52,1.0,0.08,3.74,3.74,14.68,23.33,0.18,0.0
1426,2024-10-10 08:00:00+05:30,21,21,14,0,4993.9,1.0,0.08,3.74,3.74,7.04,0.0,0.11,0.0
1427,2024-10-10 09:00:00+05:30,20,20,12,2,5004.85,1.0,0.08,8.32,8.32,8.25,53.34,0.11,0.0
1428,2024-10-10 10:00:00+05:30,20,20,14,0,4987.45,1.0,0.05,8.32,8.32,7.04,0.0,0.24,0.0
1429,2024-10-10 11:00:00+05:30,20,20,11,3,5004.55,1.0,0.05,8.32,8.32,15.9,130.01,0.1,0.0
1430,2024-10-10 12:00:00+05:30,21,21,13,0,5023.86,1.0,0.01,3.74,3.74,0.61,0.0,0.49,0.0
1431,2024-10-10 13:00:00+05:30,20,20,15,0,5001.9,1.0,0.06,8.32,8.32,14.68,0.0,0.05,0.0
1432,2024-10-10 14:00:00+05:30,21,21,12,1,4999.19,1.0,0.11,3.74,3.74,8.25,23.33,0.0,0.0
1433,2024-10-10 15:00:00+05:30,25,25,15,2,4994.4,1.0,0.05,14.6,14.6,14.68,53.34,0.1,0.0
1434,2024-10-10 16:00:00+05:30,21,21,13,1,4985.24,1.0,0.08,3.74,3.74,0.61,23.33,0.28,0.0
1435,2024-10-10 17:00:00+05:30,25,25,14,2,5006.36,1.0,0.05,14.6,14.6,7.04,53.34,0.14,0.0
1436,2024-10-10 18:00:00+05:30,20,20,7,0,4989.4,1.0,0.0,8.32,8.32,46.48,0.0,0.2,0.0
1437,2024-10-10 19:00:00+05:30,18,18,10,0,4989.11,1.0,0.03,17.49,17.49,23.54,0.0,0.21,0.0
1438,2024-10-10 20:00:00+05:30,22,22,15,1,4993.68,1.0,0.1,0.85,0.85,14.68,23.33,0.11,0.0
1439,2024-10-10 21:00:00+05:30,22,22,11,1,4976.82,1.0,0.01,0.85,0.85,15.9,23.33,0.45,0.0
1440,2024-10-10 22:00:00+05:30,25,25,16,3,4998.8,1.0,0.02,14.6,14.6,22.33,130.01,0.01,0.0
1441,2024-10-10 23:00:00+05:30,22,22,13,0,4991.68,1.0,0.09,0.85,0.85,0.61,0.0,0.15,0.0
1442,2024-10-11 00:00:00+05:30,18,18,10,1,5002.44,1.0,0.01,17.49,17.49,23.54,23.33,0.06,0.0
1443,2024-10-11 01:00:00+05:30,22,22,9,2,4991.41,1.0,0.03,0.85,0.85,31.19,53.34,0.16,0.0
1444,2024-10-11 02:00:00+05:30,22,22,14,1,4978.36,1.0,0.02,0.85,0.85,7.04,23.33,0.42,0.0
1445,2024-10-11 03:00:00+05:30,27,27,17,4,5000.81,1.0,0.1,23.77,23.77,29.97,206.67,0.03,0.0
1446,2024-10-11 04:00:00+05:30,23,23,13,2,5012.04,1.0,0.08,5.43,5.43,0.61,53.34,0.25,0.0
1447,2024-10-11 05:00:00+05:30,25,25,18,0,5001.36,1.0,0.01,14.6,14.6,37.62,0.0,0.04,0.0
1448,2024-10-11 06:00:00+05:30,23,23,16,2,4986.78,1.0,0.06,5.43,5.43,22.33,53.34,0.25,0.0
1449,2024-10-11 07:00:00+05:30,20,20,10,1,4988.15,1.0,0.06,8.32,8.32,23.54,23.33,0.23,0.0
1450,2024-10-11 08:00:00+05:30,27,27,18,0,4999.67,1.0,0.07,23.77,23.77,37.62,0.0,0.01,0.0
1451,2024-10-11 09:00:00+05:30,19,19,6,3,4991.32,1.0,0.06,12.9,12.9,54.13,130.01,0.16,0.0
1452,2024-10-11 10:00:00+05:30,19,19,12,0,4995.0,1.0,0.04,12.9,12.9,8.25,0.0,0.09,0.0
1453,2024-10-11 11:00:00+05:30,21,21,15,1,5011.57,1.0,0.08,3.74,3.74,14.68,23.33,0.24,0.0
1454,2024-10-11 12:00:00+05:30,22,22,12,0,5004.09,1.0,0.08,0.85,0.85,8.25,0.0,0.09,0.0
1455,2024-10-11 13:00:00+05:30,19,19,12,0,5013.11,1.0,0.02,12.9,12.9,8.25,0.0,0.27,0.0
1456,2024-10-11 14:00:00+05:30,21,21,13,0,4992.48,1.0,0.09,3.74,3.74,0.61,0.0,0.14,0.0
1457,2024-10-11 15:00:00+05:30,22,22,14,3,4982.27,1.0,0.01,0.85,0.85,7.04,130.01,0.34,0.0
1458,2024-10-11 16:00:00+05:30,23,23,16,1,4995.96,1.0,0.09,5.43,5.43,22.33,23.33,0.07,0.0
1459,2024-10-11 17:00:00+05:30,24,24,15,1,5004.08,1.0,0.08,10.02,10.02,14.68,23.33,0.09,0.0
1460,2024-10-11 18:00:00+05:30,25,25,14,2,4986.48,1.0,0.03,14.6,14.6,7.04,53.34,0.26,0.0
1461,2024-10-11 19:00:00+05:30,26,26,14,2,5013.19,1.0,0.02,19.18,19.18,7.04,53.34,0.28,0.0
1462,2024-10-11 20:00:00+05:30,21,21,9,2,4991.05,1.0,0.04,3.74,3.74,31.19,53.34,0.17,0.0
1463,2024-10-11 21:00:00+05:30,22,22,14,2,5005.32,1.0,0.09,0.85,0.85,7.04,53.34,0.12,0.0
1464,2024-10-11 22:00:00+05:30,22,22,12,1,5006.41,1.0,0.1,0.85,0.85,8.25,23.33,0.14,0.0
1465,2024-10-11 23:00:00+05:30,24,24,8,1,4997.08,1.0,0.0,10.02,10.02,38.84,23.33,0.05,0.0
1466,2024-10-12 00:00:00+05:30,23,23,12,2,4997.13,1.0,0.1,5.43,5.43,8.25,53.34,0.05,0.0
1467,2024-10-12 01:00:00+05:30,24,24,15,4,5000.79,1.0,0.01,10.02,10.02,14.68,206.67,0.03,0.0
1468,2024-10-12 02:00:00+05:30,21,21,11,1,4977.33,1.0,0.01,3.74,3.74,15.9,23.33,0.44,0.0
1469,2024-10-12 03:00:00+05:30,18,18,11,0,5004.5,1.0,0.02,17.49,17.49,15.9,0.0,0.1,0.0
1470,2024-10-12 04:00:00+05:30,22,22,12,2,5012.59,1.0,0.07,0.85,0.85,8.25,53.34,0.26,0.0
1471,2024-10-12 05:00:00+05:30,19,19,8,0,5013.53,1.0,0.03,12.9,12.9,38.84,0.0,0.28,0.0
1472,2024-10-12 06:00:00+05:30,25,25,22,1,4998.72,1.0,0.03,14.6,14.6,68.2,23.33,0.01,0.0
1473,2024-10-12 07:00:00+05:30,19,19,13,0,5008.16,1.0,0.03,12.9,12.9,0.61,0.0,0.18,0.0
1474,2024-10-12 08:00:00+05:30,20,20,11,0,4988.5,1.0,0.05,8.32,8.32,15.9,0.0,0.22,0.0
1475,2024-10-12 09:00:00+05:30,21,21,12,3,4983.76,1.0,0.02,3.74,3.74,8.25,130.01,0.31,0.0
1476,2024-10-12 10:00:00+05:30,22,22,14,0,5000.18,1.0,0.08,0.85,0.85,7.04,0.0,0.02,0.0
1477,2024-10-12 11:00:00+05:30,20,20,9,1,5005.7,1.0,0.06,8.32,8.32,31.19,23.33,0.13,0.0
1478,2024-10-12 12:00:00+05:30,25,25,11,5,5000.04,1.0,0.08,14.6,14.6,15.9,283.34,0.01,0.0
1479,2024-10-12 13:00:00+05:30,21,21,15,1,5002.9,1.0,0.09,3.74,3.74,14.68,23.33,0.07,0.0
1480,2024-10-12 14:00:00+05:30,24,24,17,2,5006.29,1.0,0.06,10.02,10.02,29.97,53.34,0.14,0.0
1481,2024-10-12 15:00:00+05:30,19,19,11,1,5017.89,1.0,0.02,12.9,12.9,15.9,23.33,0.37,0.0
1482,2024-10-12 16:00:00+05:30,24,24,16,1,5009.96,1.0,0.06,10.02,10.02,22.33,23.33,0.21,0.0
1483,2024-10-12 17:00:00+05:30,24,24,11,1,5003.29,1.0,0.06,10.02,10.02,15.9,23.33,0.08,0.0
1484,2024-10-12 18:00:00+05:30,21,21,11,4,5005.86,1.0,0.01,3.74,3.74,15.9,206.67,0.13,0.0
1485,2024-10-12 19:00:00+05:30,24,24,19,1,4986.92,1.0,0.01,10.02,10.02,45.27,23.33,0.25,0.0
1486,2024-10-12 20:00:00+05:30,20,20,12,1,5010.8,1.0,0.09,8.32,8.32,8.25,23.33,0.23,0.0
1487,2024-10-12 21:00:00+05:30,19,19,13,3,5006.95,1.0,0.01,12.9,12.9,0.61,130.01,0.15,0.0
1488,2024-10-12 22:00:00+05:30,20,20,16,3,5014.35,1.0,0.01,8.32,8.32,22.33,130.01,0.3,0.0
1489,2024-10-12 23:00:00+05:30,23,23,12,1,4990.22,1.0,0.09,5.43,5.43,8.25,23.33,0.18,0.0
1490,2024-10-13 00:00:00+05:30,19,19,8,0,5012.84,1.0,0.02,12.9,12.9,38.84,0.0,0.27,0.0
1491,2024-10-13 01:00:00+05:30,23,23,11,2,4993.13,1.0,0.08,5.43,5.43,15.9,53.34,0.13,0.0
1492,2024-10-13 02:00:00+05:30,21,21,11,0,5013.52,1.0,0.05,3.74,3.74,15.9,0.0,0.28,0.0
1493,2024-10-13 03:00:00+05:30,25,25,15,2,5007.36,1.0,0.05,14.6,14.6,14.68,53.34,0.16,0.0
1494,2024-10-13 04:00:00+05:30,22,22,13,0,5001.5,1.0,0.09,0.85,0.85,0.61,0.0,0.04,0.0
1495,2024-10-13 05:00:00+05:30,18,18,9,2,4997.06,1.0,0.03,17.49,17.49,31.19,53.34,0.05,0.0
1496,2024-10-13 06:00:00+05:30,17,17,6,1,4992.94,1.0,0.1,22.07,22.07,54.13,23.33,0.13,0.0
1497,2024-10-13 07:00:00+05:30,27,27,16,2,4994.85,1.0,0.05,23.77,23.77,22.33,53.34,0.09,0.0
1498,2024-10-13 08:00:00+05:30,22,22,14,0,5012.86,1.0,0.06,0.85,0.85,7.04,0.0,0.27,0.0
1499,2024-10-13 09:00:00+05:30,23,23,14,2,5000.22,1.0,0.1,5.43,5.43,7.04,53.34,0.02,0.0
1500,2024-10-13 10:00:00+05:30,23,23,15,0,4991.96,1.0,0.07,5.43,5.43,14.68,0.0,0.15,0.0
1501,2024-10-13 11:00:00+05:30,24,24,16,4,5002.17,1.0,0.01,10.02,10.02,22.33,206.67,0.06,0.0
1502,2024-10-13 12:00:00+05:30,29,29,23,1,5016.24,1.0,0.17,32.94,32.94,75.85,23.33,0.34,0.0
1503,2024-10-13 13:00:00+05:30,24,24,15,2,5015.5,1.0,0.05,10.02,10.02,14.68,53.34,0.32,0.0
1504,2024-10-13 14:00:00+05:30,22,22,13,3,4998.32,1.0,0.07,0.85,0.85,0.61,130.01,0.02,0.0
1505,2024-10-13 15:00:00+05:30,23,23,13,2,4993.91,1.0,0.1,5.43,5.43,0.61,53.34,0.11,0.0
1506,2024-10-13 16:00:00+05:30,19,19,14,1,4986.89,1.0,0.04,12.9,12.9,7.04,23.33,0.25,0.0
1507,2024-10-13 17:00:00+05:30,22,22,16,1,4986.73,1.0,0.07,0.85,0.85,22.33,23.33,0.25,0.0
1508,2024-10-13 18:00:00+05:30,26,26,17,1,4995.81,1.0,0.01,19.18,19.18,29.97,23.33,0.07,0.0
1509,2024-10-13 19:00:00+05:30,22,22,13,2,4995.0,1.0,0.1,0.85,0.85,0.61,53.34,0.09,0.0
1510,2024-10-13 20:00:00+05:30,20,20,7,1,4986.15,1.0,0.01,8.32,8.32,46.48,23.33,0.27,0.0
1511,2024-10-13 21:00:00+05:30,20,20,10,1,5017.75,1.0,0.04,8.32,8.32,23.54,23.33,0.37,0.0
1512,2024-10-13 22:00:00+05:30,19,19,16,1,4986.26,1.0,0.01,12.9,12.9,22.33,23.33,0.26,0.0
1513,2024-10-13 23:00:00+05:30,23,23,15,2,5003.83,1.0,0.09,5.43,5.43,14.68,53.34,0.09,0.0
1514,2024-10-14 00:00:00+05:30,18,18,12,0,4994.06,1.0,0.02,17.49,17.49,8.25,0.0,0.11,0.0
1515,2024-10-14 01:00:00+05:30,24,24,14,2,5000.33,1.0,0.09,10.02,10.02,7.04,53.34,0.02,0.0
1516,2024-10-14 02:00:00+05:30,23,23,15,1,4997.74,1.0,0.09,5.43,5.43,14.68,23.33,0.03,0.0
1517,2024-10-14 03:00:00+05:30,18,18,9,1,4998.94,1.0,0.01,17.49,17.49,31.19,23.33,0.01,0.0
1518,2024-10-14 04:00:00+05:30,24,24,14,2,4991.42,1.0,0.07,10.02,10.02,7.04,53.34,0.16,0.0
1519,2024-10-14 05:00:00+05:30,26,26,15,1,5004.19,1.0,0.0,19.18,19.18,14.68,23.33,0.1,0.0
1520,2024-10-14 06:00:00+05:30,24,24,14,2,4993.75,1.0,0.08,10.02,10.02,7.04,53.34,0.11,0.0
